candidate,property,T,R_A,R_B,n_subsamples,full_delta,full_verdict,mean_delta,deviation_from_full,across_subsample_sd,mean_ci_width,verdict_agreement,sign_agreement
amazon.nova-pro-v1-0,label_agreement,30,5,3,40,-0.096488,inconclusive,-0.102389,-0.005901,0.037901,0.223564,0.975,1.0
amazon.nova-pro-v1-0,label_agreement,30,5,5,40,-0.096488,inconclusive,-0.101067,-0.004579,0.033943,0.20564,0.95,1.0
amazon.nova-pro-v1-0,label_agreement,30,8,2,40,-0.096488,inconclusive,-0.099152,-0.002664,0.035228,0.208104,0.95,1.0
amazon.nova-pro-v1-0,label_agreement,30,8,3,40,-0.096488,inconclusive,-0.097316,-0.000828,0.033992,0.196756,0.975,1.0
amazon.nova-pro-v1-0,label_agreement,30,8,5,40,-0.096488,inconclusive,-0.091068,0.00542,0.033552,0.178741,0.95,1.0
amazon.nova-pro-v1-0,label_agreement,40,2,2,40,-0.096488,inconclusive,-0.10875,-0.012262,0.040549,0.274487,0.95,1.0
amazon.nova-pro-v1-0,label_agreement,40,2,3,40,-0.096488,inconclusive,-0.107604,-0.011116,0.03208,0.278749,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,40,2,5,40,-0.096488,inconclusive,-0.11225,-0.015762,0.032164,0.265098,0.975,1.0
amazon.nova-pro-v1-0,label_agreement,40,3,2,40,-0.096488,inconclusive,-0.109271,-0.012783,0.036097,0.22036,0.95,1.0
amazon.nova-pro-v1-0,label_agreement,40,3,3,40,-0.096488,inconclusive,-0.096736,-0.000248,0.02794,0.212404,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,40,3,5,40,-0.096488,inconclusive,-0.102667,-0.006179,0.028137,0.199411,0.975,1.0
amazon.nova-pro-v1-0,label_agreement,40,5,2,40,-0.096488,inconclusive,-0.106063,-0.009574,0.025906,0.204599,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,40,5,3,40,-0.096488,inconclusive,-0.101292,-0.004804,0.029815,0.194504,0.95,1.0
amazon.nova-pro-v1-0,label_agreement,40,5,5,40,-0.096488,inconclusive,-0.100075,-0.003587,0.02163,0.177022,0.925,1.0
amazon.nova-pro-v1-0,label_agreement,40,8,2,40,-0.096488,inconclusive,-0.104699,-0.008211,0.024478,0.185227,0.95,1.0
amazon.nova-pro-v1-0,label_agreement,40,8,3,40,-0.096488,inconclusive,-0.107853,-0.011365,0.022078,0.185544,0.975,1.0
amazon.nova-pro-v1-0,label_agreement,40,8,5,40,-0.096488,inconclusive,-0.097105,-0.000617,0.019695,0.164415,0.975,1.0
amazon.nova-pro-v1-0,label_agreement,60,2,2,1,-0.096488,inconclusive,-0.108333,-0.011845,0.0,0.226608,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,2,3,1,-0.096488,inconclusive,-0.111111,-0.014623,0.0,0.214796,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,2,5,1,-0.096488,inconclusive,-0.106667,-0.010179,0.0,0.203823,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,3,2,1,-0.096488,inconclusive,-0.1,-0.003512,0.0,0.182536,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,3,3,1,-0.096488,inconclusive,-0.103704,-0.007216,0.0,0.186229,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,3,5,1,-0.096488,inconclusive,-0.098889,-0.002401,0.0,0.169855,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,5,2,1,-0.096488,inconclusive,-0.101667,-0.005179,0.0,0.154026,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,5,3,1,-0.096488,inconclusive,-0.103333,-0.006845,0.0,0.170951,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,5,5,1,-0.096488,inconclusive,-0.098,-0.001512,0.0,0.15399,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,8,2,1,-0.096488,inconclusive,-0.103571,-0.007083,0.0,0.154436,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,8,3,1,-0.096488,inconclusive,-0.102877,-0.006389,0.0,0.150834,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,60,8,5,1,-0.096488,inconclusive,-0.096488,0.0,0.0,0.137649,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,2,2,40,-0.282215,rejected,-0.378115,-0.095899,0.141293,0.603483,0.525,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,2,3,40,-0.282215,rejected,-0.358583,-0.076368,0.146198,0.591746,0.525,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,2,5,40,-0.282215,rejected,-0.380817,-0.098601,0.127626,0.557885,0.575,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,3,2,40,-0.282215,rejected,-0.350292,-0.068076,0.138124,0.514176,0.675,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,3,3,40,-0.282215,rejected,-0.346532,-0.064317,0.115532,0.510505,0.675,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,3,5,40,-0.282215,rejected,-0.299742,-0.017526,0.11909,0.482518,0.6,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,5,2,40,-0.282215,rejected,-0.288292,-0.006076,0.104345,0.493385,0.4,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,5,3,40,-0.282215,rejected,-0.287329,-0.005114,0.111266,0.480305,0.55,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,5,5,40,-0.282215,rejected,-0.285059,-0.002844,0.11336,0.463251,0.5,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,8,2,40,-0.282215,rejected,-0.296481,-0.014265,0.118334,0.454235,0.625,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,8,3,40,-0.282215,rejected,-0.281204,0.001011,0.092779,0.456646,0.6,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,10,8,5,40,-0.282215,rejected,-0.272705,0.00951,0.105203,0.421654,0.525,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,2,2,40,-0.282215,rejected,-0.377839,-0.095623,0.068627,0.440991,0.925,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,2,3,40,-0.282215,rejected,-0.380309,-0.098094,0.073505,0.439181,0.975,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,2,5,40,-0.282215,rejected,-0.371004,-0.088789,0.06755,0.415287,0.9,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,3,2,40,-0.282215,rejected,-0.315007,-0.032792,0.07371,0.382628,0.925,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,3,3,40,-0.282215,rejected,-0.293812,-0.011597,0.06991,0.36097,0.875,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,3,5,40,-0.282215,rejected,-0.284292,-0.002076,0.060461,0.341763,0.95,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,5,2,40,-0.282215,rejected,-0.322062,-0.039847,0.063352,0.36492,0.975,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,5,3,40,-0.282215,rejected,-0.327537,-0.045322,0.076792,0.361584,0.9,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,5,5,40,-0.282215,rejected,-0.286628,-0.004412,0.074365,0.335433,0.925,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,8,2,40,-0.282215,rejected,-0.31541,-0.033195,0.074353,0.357553,0.95,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,8,3,40,-0.282215,rejected,-0.313728,-0.031513,0.062237,0.34504,0.975,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,20,8,5,40,-0.282215,rejected,-0.260862,0.021354,0.065387,0.299908,0.925,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,2,2,40,-0.282215,rejected,-0.390764,-0.108549,0.064242,0.362628,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,2,3,40,-0.282215,rejected,-0.362968,-0.080752,0.058385,0.351402,0.975,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,2,5,40,-0.282215,rejected,-0.359344,-0.077129,0.037711,0.340435,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,3,2,40,-0.282215,rejected,-0.311715,-0.0295,0.048393,0.308464,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,3,3,40,-0.282215,rejected,-0.301529,-0.019314,0.044831,0.306298,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,3,5,40,-0.282215,rejected,-0.298631,-0.016416,0.043719,0.286898,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,5,2,40,-0.282215,rejected,-0.302732,-0.020517,0.050813,0.297789,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,5,3,40,-0.282215,rejected,-0.3109,-0.028684,0.052128,0.300497,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,5,5,40,-0.282215,rejected,-0.28587,-0.003654,0.043719,0.273137,0.975,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,8,2,40,-0.282215,rejected,-0.291032,-0.008816,0.040462,0.28566,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,8,3,40,-0.282215,rejected,-0.298999,-0.016784,0.045034,0.280691,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,30,8,5,40,-0.282215,rejected,-0.289548,-0.007333,0.046233,0.264112,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,2,2,40,-0.282215,rejected,-0.388516,-0.1063,0.040368,0.316473,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,2,3,40,-0.282215,rejected,-0.374635,-0.09242,0.038961,0.307163,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,2,5,40,-0.282215,rejected,-0.360112,-0.077897,0.03688,0.288643,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,3,2,40,-0.282215,rejected,-0.322349,-0.040134,0.035277,0.272383,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,3,3,40,-0.282215,rejected,-0.304174,-0.021958,0.039447,0.26524,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,3,5,40,-0.282215,rejected,-0.293102,-0.010887,0.027543,0.249748,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,5,2,40,-0.282215,rejected,-0.317907,-0.035692,0.039901,0.260009,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,5,3,40,-0.282215,rejected,-0.292569,-0.010354,0.040048,0.25459,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,5,5,40,-0.282215,rejected,-0.282261,-4.6e-05,0.037248,0.237263,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,8,2,40,-0.282215,rejected,-0.302896,-0.020681,0.031829,0.248599,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,8,3,40,-0.282215,rejected,-0.300216,-0.018001,0.030669,0.244473,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,40,8,5,40,-0.282215,rejected,-0.283607,-0.001392,0.032863,0.223967,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,2,2,1,-0.282215,rejected,-0.385625,-0.10341,0.0,0.282373,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,2,3,1,-0.282215,rejected,-0.376435,-0.09422,0.0,0.287386,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,2,5,1,-0.282215,rejected,-0.361139,-0.078924,0.0,0.23901,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,3,2,1,-0.282215,rejected,-0.321667,-0.039451,0.0,0.218881,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,3,3,1,-0.282215,rejected,-0.312222,-0.030007,0.0,0.213544,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,3,5,1,-0.282215,rejected,-0.298074,-0.015859,0.0,0.182795,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,5,2,1,-0.282215,rejected,-0.305861,-0.023646,0.0,0.231998,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,5,3,1,-0.282215,rejected,-0.299713,-0.017498,0.0,0.216747,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,5,5,1,-0.282215,rejected,-0.28555,-0.003335,0.0,0.198246,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,8,2,1,-0.282215,rejected,-0.305035,-0.022819,0.0,0.224212,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,8,3,1,-0.282215,rejected,-0.296898,-0.014683,0.0,0.198187,1.0,1.0
amazon.nova-pro-v1-0,cited_span_set_agreement,60,8,5,1,-0.282215,rejected,-0.282215,0.0,0.0,0.178789,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,2,2,40,-0.15229,rejected,-0.241135,-0.088846,0.117196,0.565336,0.15,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,2,3,40,-0.15229,rejected,-0.229764,-0.077474,0.118521,0.548128,0.3,0.975
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,2,5,40,-0.15229,rejected,-0.211733,-0.059444,0.10258,0.50758,0.175,0.975
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,3,2,40,-0.15229,rejected,-0.166201,-0.013912,0.085687,0.478171,0.1,0.95
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,3,3,40,-0.15229,rejected,-0.198736,-0.046446,0.101109,0.459989,0.2,0.975
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,3,5,40,-0.15229,rejected,-0.156103,-0.003813,0.10269,0.443905,0.1,0.95
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,5,2,40,-0.15229,rejected,-0.16115,-0.00886,0.09324,0.425806,0.05,0.975
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,5,3,40,-0.15229,rejected,-0.149628,0.002662,0.08316,0.386282,0.125,0.975
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,5,5,40,-0.15229,rejected,-0.171947,-0.019657,0.098233,0.402827,0.275,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,8,2,40,-0.15229,rejected,-0.173049,-0.020759,0.091015,0.394035,0.15,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,8,3,40,-0.15229,rejected,-0.161777,-0.009487,0.085143,0.37553,0.125,0.975
amazon.nova-pro-v1-0,extracted_span_set_agreement,10,8,5,40,-0.15229,rejected,-0.159121,-0.006832,0.079139,0.360407,0.075,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,2,2,40,-0.15229,rejected,-0.233385,-0.081096,0.062049,0.409781,0.4,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,2,3,40,-0.15229,rejected,-0.24392,-0.09163,0.062063,0.404792,0.425,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,2,5,40,-0.15229,rejected,-0.233046,-0.080756,0.061355,0.383999,0.425,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,3,2,40,-0.15229,rejected,-0.157031,-0.004742,0.061294,0.329707,0.075,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,3,3,40,-0.15229,rejected,-0.140299,0.011991,0.059031,0.32523,0.075,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,3,5,40,-0.15229,rejected,-0.150097,0.002192,0.067944,0.309823,0.2,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,5,2,40,-0.15229,rejected,-0.187183,-0.034894,0.052086,0.314837,0.475,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,5,3,40,-0.15229,rejected,-0.181421,-0.029131,0.066271,0.310971,0.325,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,5,5,40,-0.15229,rejected,-0.156186,-0.003896,0.049191,0.293783,0.175,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,8,2,40,-0.15229,rejected,-0.158826,-0.006536,0.052206,0.28227,0.25,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,8,3,40,-0.15229,rejected,-0.167286,-0.014997,0.049103,0.280162,0.3,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,20,8,5,40,-0.15229,rejected,-0.141178,0.011112,0.051677,0.249734,0.275,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,2,2,40,-0.15229,rejected,-0.243576,-0.091287,0.072584,0.332108,0.6,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,2,3,40,-0.15229,rejected,-0.227736,-0.075446,0.04853,0.323576,0.65,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,2,5,40,-0.15229,rejected,-0.223539,-0.071249,0.038698,0.311403,0.65,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,3,2,40,-0.15229,rejected,-0.163384,-0.011095,0.034951,0.281658,0.275,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,3,3,40,-0.15229,rejected,-0.154736,-0.002446,0.038083,0.277625,0.225,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,3,5,40,-0.15229,rejected,-0.155641,-0.003351,0.034869,0.255256,0.3,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,5,2,40,-0.15229,rejected,-0.172158,-0.019869,0.043633,0.257291,0.425,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,5,3,40,-0.15229,rejected,-0.176845,-0.024556,0.04125,0.25611,0.6,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,5,5,40,-0.15229,rejected,-0.163399,-0.011109,0.03545,0.236978,0.475,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,8,2,40,-0.15229,rejected,-0.157833,-0.005543,0.034316,0.234599,0.35,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,8,3,40,-0.15229,rejected,-0.161384,-0.009095,0.035426,0.232475,0.625,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,30,8,5,40,-0.15229,rejected,-0.163925,-0.011636,0.037223,0.22012,0.6,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,2,2,40,-0.15229,rejected,-0.240859,-0.08857,0.041874,0.296589,0.9,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,2,3,40,-0.15229,rejected,-0.232708,-0.080419,0.03435,0.282734,0.875,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,2,5,40,-0.15229,rejected,-0.226883,-0.074594,0.031982,0.266684,0.9,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,3,2,40,-0.15229,rejected,-0.16858,-0.01629,0.030543,0.245309,0.575,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,3,3,40,-0.15229,rejected,-0.160437,-0.008148,0.031869,0.239863,0.4,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,3,5,40,-0.15229,rejected,-0.149081,0.003208,0.031737,0.229317,0.35,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,5,2,40,-0.15229,rejected,-0.179606,-0.027317,0.029488,0.233501,0.725,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,5,3,40,-0.15229,rejected,-0.163919,-0.01163,0.0343,0.215422,0.625,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,5,5,40,-0.15229,rejected,-0.161445,-0.009156,0.027183,0.205759,0.65,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,8,2,40,-0.15229,rejected,-0.163388,-0.011098,0.024359,0.204916,0.85,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,8,3,40,-0.15229,rejected,-0.16323,-0.01094,0.029786,0.204759,0.75,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,40,8,5,40,-0.15229,rejected,-0.147703,0.004587,0.026602,0.18713,0.65,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,2,2,1,-0.15229,rejected,-0.240139,-0.087849,0.0,0.252808,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,2,3,1,-0.15229,rejected,-0.233843,-0.081553,0.0,0.236237,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,2,5,1,-0.15229,rejected,-0.225583,-0.073294,0.0,0.23929,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,3,2,1,-0.15229,rejected,-0.166713,-0.014423,0.0,0.221517,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,3,3,1,-0.15229,rejected,-0.159506,-0.007216,0.0,0.180095,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,3,5,1,-0.15229,rejected,-0.154,-0.00171,0.0,0.174548,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,5,2,1,-0.15229,rejected,-0.171722,-0.019433,0.0,0.190453,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,5,3,1,-0.15229,rejected,-0.166963,-0.014673,0.0,0.183431,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,5,5,1,-0.15229,rejected,-0.1618,-0.00951,0.0,0.168796,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,8,2,1,-0.15229,rejected,-0.165213,-0.012924,0.0,0.167403,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,8,3,1,-0.15229,rejected,-0.15725,-0.004961,0.0,0.165724,1.0,1.0
amazon.nova-pro-v1-0,extracted_span_set_agreement,60,8,5,1,-0.15229,rejected,-0.15229,0.0,0.0,0.15994,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,2,2,40,-0.128988,rejected,-0.08875,0.040238,0.096069,0.472094,0.05,0.75
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,2,3,40,-0.128988,rejected,-0.141667,-0.012679,0.092219,0.511868,0.0,0.925
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,2,5,40,-0.128988,rejected,-0.11675,0.012238,0.095149,0.508575,0.0,0.875
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,3,2,40,-0.128988,rejected,-0.0875,0.041488,0.096281,0.394666,0.0,0.675
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,3,3,40,-0.128988,rejected,-0.103333,0.025655,0.105265,0.39849,0.0,0.725
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,3,5,40,-0.128988,rejected,-0.141167,-0.012179,0.094037,0.406555,0.025,0.9
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,5,2,40,-0.128988,rejected,-0.10875,0.020238,0.096189,0.384668,0.0,0.8
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,5,3,40,-0.128988,rejected,-0.150833,-0.021845,0.079395,0.401075,0.05,0.975
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,5,5,40,-0.128988,rejected,-0.1573,-0.028312,0.082257,0.402718,0.0,0.975
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,8,2,40,-0.128988,rejected,-0.081652,0.047336,0.077545,0.308878,0.0,0.85
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,8,3,40,-0.128988,rejected,-0.131012,-0.002024,0.098418,0.364492,0.025,0.925
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,10,8,5,40,-0.128988,rejected,-0.106741,0.022247,0.091426,0.306848,0.075,0.975
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,2,2,40,-0.128988,rejected,-0.10125,0.027738,0.066974,0.387857,0.075,0.9
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,2,3,40,-0.128988,rejected,-0.136667,-0.007679,0.069512,0.394632,0.05,0.95
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,2,5,40,-0.128988,rejected,-0.138375,-0.009387,0.059089,0.364217,0.125,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,3,2,40,-0.128988,rejected,-0.097917,0.031071,0.051153,0.305965,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,3,3,40,-0.128988,rejected,-0.122917,0.006071,0.070522,0.301976,0.075,0.95
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,3,5,40,-0.128988,rejected,-0.12225,0.006738,0.051137,0.300306,0.075,0.975
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,5,2,40,-0.128988,rejected,-0.11375,0.015238,0.05723,0.284994,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,5,3,40,-0.128988,rejected,-0.132333,-0.003345,0.057908,0.289039,0.05,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,5,5,40,-0.128988,rejected,-0.124,0.004988,0.062775,0.262042,0.125,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,8,2,40,-0.128988,rejected,-0.104464,0.024524,0.057107,0.264166,0.05,0.975
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,8,3,40,-0.128988,rejected,-0.123073,0.005915,0.053017,0.274657,0.05,0.975
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,20,8,5,40,-0.128988,rejected,-0.117683,0.011305,0.053984,0.258405,0.025,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,2,2,40,-0.128988,rejected,-0.115208,0.01378,0.048514,0.313318,0.075,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,2,3,40,-0.128988,rejected,-0.129306,-0.000317,0.042066,0.308778,0.025,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,2,5,40,-0.128988,rejected,-0.125917,0.003071,0.049317,0.308841,0.05,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,3,2,40,-0.128988,rejected,-0.095556,0.033433,0.043074,0.253662,0.025,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,3,3,40,-0.128988,rejected,-0.122778,0.00621,0.04042,0.256993,0.05,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,3,5,40,-0.128988,rejected,-0.146944,-0.017956,0.034295,0.261336,0.15,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,5,2,40,-0.128988,rejected,-0.1125,0.016488,0.040683,0.24615,0.025,0.975
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,5,3,40,-0.128988,rejected,-0.128778,0.00021,0.050353,0.237853,0.175,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,5,5,40,-0.128988,rejected,-0.141367,-0.012379,0.033419,0.231757,0.2,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,8,2,40,-0.128988,rejected,-0.09561,0.033378,0.038628,0.214627,0.0,0.975
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,8,3,40,-0.128988,rejected,-0.102803,0.026186,0.034999,0.20935,0.05,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,30,8,5,40,-0.128988,rejected,-0.129693,-0.000705,0.033428,0.2234,0.125,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,2,2,40,-0.128988,rejected,-0.0975,0.031488,0.030017,0.266477,0.025,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,2,3,40,-0.128988,rejected,-0.126771,0.002217,0.032411,0.277601,0.025,1.0
